Puma ID,Puma Sex,Puma Age,Prey Species,Sex of Prey,Age Class of Prey,Prey Class,Latitude,Longitude,Season ,Puma Classification 
ARF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,33.56447,-106.81868,CD,Upland
ARF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,33.52691,-106.81725,CD,Upland
ARF03,Female,5,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,33.55273,-106.81651,CD,Upland
ARF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,33.69671,-106.81644,CD,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.30447,-106.80915,HW,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.23942,-106.80414,HW,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.30535,-106.78859,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.266177,-106.785862,CD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.26412,-106.76885,HD,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.26216,-106.76588,HW,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.35642,-106.75805,CD,Upland
ARM09,Male,9,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,33.39904,-106.74904,HD,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.25242,-106.74419,HW,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.25242,-106.74419,HW,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.369349,-106.7309,CD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.38963,-106.72501,CD,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.28506,-106.72038,HW,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.31394,-106.71567,HW,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.25639,-106.67215,HW,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.31105,-106.6328,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.36196,-106.62235,CD,Upland
SEVF01,Female,3,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.19941,-106.62059,HD,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.34228,-106.61761,HD,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Adult,Small Mammal,34.34184,-106.61668,HW,Upland
ARM01,Male,6,Coyote (Canis latrans),Unidentified,Mature,Small Mammal,33.84311,-106.86491,HW,Mixed
ARF05,Female,2,Coyote (Canis latrans),Unidentified,Mature,Small Mammal,33.61368,-107.01173,CD,Riparian
ARF03,Female,4,Coyote (Canis latrans),Unidentified,Mature,Small Mammal,33.54038,-106.82141,CD,Upland
SEVF03,Female,3,Coyote (Canis latrans),Unidentified,Mature,Small Mammal,34.23279,-106.81229,HW,Upland
SEVF03,Female,3,Coyote (Canis latrans),Male,Mature,Small Mammal,34.29738,-106.69832,CD,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Mature,Small Mammal,34.39881,-106.56467,HW,Upland
ARF03,Female,4,Coyote (Canis latrans),Unidentified,Sub-adult,Small Mammal,33.58087,-106.81719,CD,Upland
ARM06,Male,6,Coyote (Canis latrans),Unidentified,Sub-adult,Small Mammal,33.28313,-106.80231,CD,Upland
ARM07,Male,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.30928,-107.17648,CD,Riparian
ARM07,Male,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.56229,-107.11517,HW,Riparian
ARF01,Female,6,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.55463,-107.06003,CD,Riparian
ARF03,Female,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.60281,-106.89842,CD,Upland
ARF03,Female,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.64681,-106.89528,CD,Upland
ARF03,Female,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.50201,-106.89434,CD,Upland
ARF03,Female,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,33.70536,-106.83267,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.36994,-106.80651,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.36994,-106.80651,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.31312,-106.79286,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.19713,-106.75588,HD,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.21146,-106.74502,HW,Upland
SEVF03,Female,4,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.29022,-106.72986,HW,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.28643,-106.69105,HW,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.29032,-106.62332,CD,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.37693,-106.59599,HW,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.31579,-106.54766,CD,Upland
SEVF04,Female,6,Coyote (Canis latrans),Unidentified,Unidentified,Small Mammal,34.4211,-106.52758,CD,Upland
SEVF04,Female,5,Coyote (Canis latrans),Unidentified,Yearling,Small Mammal,34.30779,-106.60788,HW,Upland
ARF05,Female,1,Desert Cottontail (Sylvilagus audubonii),Unidentified,Unidentified,Small Mammal,33.4313,-107.16641,CD,Riparian
ARM05,Male,1,Desert Cottontail (Sylvilagus audubonii),Unidentified,Unidentified,Small Mammal,33.4313,-107.16641,CD,Riparian
ARM05,Male,1,Desert Cottontail (Sylvilagus audubonii),Unidentified,Unidentified,Small Mammal,33.51718,-107.11426,HW,Riparian
ARF03,Female,4,Domestic Dog (Cains familiaris),Unidentified,Unidentified,Small Mammal,33.5666,-106.78953,CD,Upland
SEVF02,Female,3,Elk (Cervus canadensis) ,Male,Adult,Ungulate,34.23189,-106.89503,HW,Riparian
SEVF01,Female,3,Elk (Cervus canadensis) ,Unidentified,Adult,Ungulate,34.24338,-106.65682,HW,Upland
SEVF01,Female,4,Elk (Cervus canadensis) ,Unidentified,Adult,Ungulate,34.31372,-106.58296,CD,Upland
SEVF04,Female,6,Elk (Cervus canadensis) ,Female,Adult,Ungulate,34.37383,-106.53873,CD,Upland
SEVF04,Female,6,Elk (Cervus canadensis) ,Female,Adult,Ungulate,34.37383,-106.53873,CD,Upland
SEVF01,Female,3,Elk (Cervus canadensis) ,Female,Adult,Ungulate,34.23465,-106.51996,HD,Upland
ARM01,Male,6,Elk (Cervus canadensis) ,Female,Sub-adult,Ungulate,33.75303,-106.90771,HW,Mixed
ARM07,Male,5,Elk (Cervus canadensis) ,Female,Sub-adult,Ungulate,33.72436,-106.92243,HW,Riparian
ARM05,Male,1,Elk (Cervus canadensis) ,Female,Sub-adult,Ungulate,33.80809,-106.86466,HD,Riparian
ARM05,Male,1,Elk (Cervus canadensis) ,Male,Sub-adult,Ungulate,33.86438,-106.85756,HW,Riparian
ARF05,Female,1,Elk (Cervus canadensis) ,Unidentified,Sub-adult,Ungulate,33.83446,-106.8528,HW,Riparian
ARM01,Male,6,Elk (Cervus canadensis) ,Male,Yearling,Ungulate,33.78402,-106.89758,HW,Mixed
ARM07,Male,5,Elk (Cervus canadensis) ,Unidentified,Yearling,Ungulate,33.74775,-106.90327,HW,Riparian
SEVM01,Male,5,Feral Goat (Capra hircus),Unidentified,Adult,Ungulate,34.2407,-106.89956,CD,Mixed
ARF01,Female,4,Grey Fox (Urocyon cinereoargenteus),Unidentified,Adult,Small Mammal,33.42007,-107.17024,HW,Riparian
ARF01,Female,4,Grey Fox (Urocyon cinereoargenteus),Unidentified,Adult,Small Mammal,33.52235,-107.10932,HW,Riparian
ARF05,Female,1,Grey Fox (Urocyon cinereoargenteus),Unidentified,Adult,Small Mammal,33.59913,-107.05479,HW,Riparian
ARF03,Female,4,Grey Fox (Urocyon cinereoargenteus),Unidentified,Adult,Small Mammal,33.49985,-106.83369,HW,Upland
ARF03,Female,4,Grey Fox (Urocyon cinereoargenteus),Unidentified,Adult,Small Mammal,33.50818,-106.79959,HW,Upland
ARF05,Female,1,Grey Fox (Urocyon cinereoargenteus),Unidentified,Sub-adult,Small Mammal,33.81173,-106.84721,HW,Riparian
ARF05,Female,1,Grey Fox (Urocyon cinereoargenteus),Unidentified,Unidentified,Small Mammal,33.47461,-107.14782,HW,Riparian
ARF05,Female,1,Grey Fox (Urocyon cinereoargenteus),Unidentified,Unidentified,Small Mammal,33.47468,-107.14578,HW,Riparian
ARF02,Female,2,Grey Fox (Urocyon cinereoargenteus),Unidentified,Unidentified,Small Mammal,33.4911,-107.1249,HW,Riparian
